algorithm,num_procs,dtype,message_size_bytes,time_stat,time_seconds,algbw_GBps,busbw_GBps,num_reps
mpi-default,9,float,2048,median,3.6155e-06,0.56645,1.00702,1000
mpi-default,9,float,2048,max,7.9817e-05,0.0256587,0.0456155,1000
mpi-default,9,float,2048,stddev,5.54846e-06,0.369111,0.656198,1000
ring,9,float,4096,min,6.686e-06,0.612623,1.08911,1000
ring,9,float,4096,mean,9.83203e-06,0.416598,0.740618,1000
ring,9,float,4096,median,7.5055e-06,0.545733,0.970192,1000
ring,9,float,4096,max,0.000201397,0.0203379,0.0361563,1000
ring,9,float,4096,stddev,1.39733e-05,0.29313,0.521119,1000
mpi-default,9,float,4096,min,1.0203e-05,0.401451,0.71369,1000
mpi-default,9,float,4096,mean,1.50504e-05,0.272151,0.483825,1000
mpi-default,9,float,4096,median,1.18935e-05,0.34439,0.612249,1000
mpi-default,9,float,4096,max,0.000362933,0.0112858,0.0200637,1000
mpi-default,9,float,4096,stddev,1.49653e-05,0.273699,0.486576,1000
ring,9,float,8192,min,8.462e-06,0.968093,1.72105,1000
ring,9,float,8192,mean,1.34976e-05,0.606921,1.07897,1000
ring,9,float,8192,median,9.3115e-06,0.879772,1.56404,1000
ring,9,float,8192,max,0.000412727,0.0198485,0.0352862,1000
ring,9,float,8192,stddev,2.02724e-05,0.404096,0.718393,1000
mpi-default,9,float,8192,min,1.0774e-05,0.760349,1.35173,1000
mpi-default,9,float,8192,mean,1.78847e-05,0.458046,0.814303,1000
mpi-default,9,float,8192,median,1.31355e-05,0.623653,1.10872,1000
mpi-default,9,float,8192,max,0.000530249,0.0154493,0.0274655,1000
mpi-default,9,float,8192,stddev,2.35413e-05,0.347984,0.618639,1000
ring,9,float,16384,min,1.0376e-05,1.57903,2.80716,1000
ring,9,float,16384,mean,1.36983e-05,1.19606,2.12632,1000
ring,9,float,16384,median,1.11765e-05,1.46593,2.6061,1000
ring,9,float,16384,max,0.000179804,0.0911214,0.161994,1000
ring,9,float,16384,stddev,1.07058e-05,1.53039,2.72069,1000
mpi-default,9,float,16384,min,1.7622e-05,0.929747,1.65288,1000
mpi-default,9,float,16384,mean,2.76565e-05,0.59241,1.05317,1000
mpi-default,9,float,16384,median,2.36735e-05,0.692082,1.23037,1000
mpi-default,9,float,16384,max,0.000313435,0.0522724,0.0929287,1000
mpi-default,9,float,16384,stddev,1.94774e-05,0.841181,1.49543,1000
ring,9,float,32768,min,1.4947e-05,2.19228,3.89739,1000
ring,9,float,32768,mean,2.29603e-05,1.42716,2.53717,1000
ring,9,float,32768,median,1.6586e-05,1.97564,3.51225,1000
ring,9,float,32768,max,0.000359808,0.0910708,0.161904,1000
ring,9,float,32768,stddev,2.72142e-05,1.20408,2.14059,1000
mpi-default,9,float,32768,min,2.8105e-05,1.16591,2.07274,1000
mpi-default,9,float,32768,mean,4.54742e-05,0.720584,1.28104,1000
mpi-default,9,float,32768,median,3.805e-05,0.861183,1.53099,1000
mpi-default,9,float,32768,max,0.000639458,0.0512434,0.0910994,1000
mpi-default,9,float,32768,stddev,3.46752e-05,0.944998,1.68,1000
ring,9,float,65536,min,3.8165e-05,1.71718,3.05276,1000
ring,9,float,65536,mean,5.1997e-05,1.26038,2.24068,1000
ring,9,float,65536,median,4.35315e-05,1.50548,2.67642,1000
ring,9,float,65536,max,0.000430939,0.152077,0.270359,1000
ring,9,float,65536,stddev,2.79866e-05,2.34169,4.16301,1000
mpi-default,9,float,65536,min,3.6875e-05,1.77725,3.15955,1000
mpi-default,9,float,65536,mean,5.78782e-05,1.13231,2.01299,1000
mpi-default,9,float,65536,median,5.0358e-05,1.3014,2.3136,1000
mpi-default,9,float,65536,max,0.000432985,0.151359,0.269082,1000
mpi-default,9,float,65536,stddev,3.25789e-05,2.01161,3.5762,1000
ring,9,float,131072,min,5.075e-05,2.5827,4.59147,1000
ring,9,float,131072,mean,7.8912e-05,1.66099,2.95287,1000
ring,9,float,131072,median,6.2912e-05,2.08342,3.70385,1000
ring,9,float,131072,max,0.000498275,0.263052,0.467647,1000
ring,9,float,131072,stddev,4.49652e-05,2.91496,5.18216,1000
mpi-default,9,float,131072,min,5.5023e-05,2.38213,4.2349,1000
mpi-default,9,float,131072,mean,8.63435e-05,1.51803,2.69872,1000
mpi-default,9,float,131072,median,7.54335e-05,1.73758,3.08904,1000
mpi-default,9,float,131072,max,0.000522249,0.250976,0.44618,1000
mpi-default,9,float,131072,stddev,4.13255e-05,3.1717,5.63857,1000
ring,9,float,262144,min,7.5608e-05,3.46715,6.16382,1000
ring,9,float,262144,mean,0.000114513,2.28921,4.06971,1000
ring,9,float,262144,median,9.61865e-05,2.72537,4.84511,1000
ring,9,float,262144,max,0.00058607,0.447291,0.795184,1000
ring,9,float,262144,stddev,5.66696e-05,4.62583,8.2237,1000
mpi-default,9,float,262144,min,9.9014e-05,2.64754,4.70675,1000
mpi-default,9,float,262144,mean,0.000145501,1.80167,3.20297,1000
mpi-default,9,float,262144,median,0.000132875,1.97286,3.50731,1000
mpi-default,9,float,262144,max,0.00068741,0.38135,0.677956,1000
mpi-default,9,float,262144,stddev,4.82562e-05,5.43233,9.65748,1000
ring,9,float,524288,min,0.000122798,4.26952,7.59025,1000
ring,9,float,524288,mean,0.00018883,2.77651,4.93601,1000
ring,9,float,524288,median,0.000163739,3.20197,5.6924,1000
ring,9,float,524288,max,0.000648269,0.808751,1.43778,1000
ring,9,float,524288,stddev,7.10069e-05,7.38362,13.1264,1000
mpi-default,9,float,524288,min,0.000162327,3.22983,5.74191,1000
mpi-default,9,float,524288,mean,0.000259208,2.02265,3.59583,1000
mpi-default,9,float,524288,median,0.000242286,2.16392,3.84696,1000
mpi-default,9,float,524288,max,0.000685513,0.764811,1.35966,1000
mpi-default,9,float,524288,stddev,7.13337e-05,7.34979,13.0663,1000
ring,9,float,1048576,min,0.000213227,4.91765,8.74249,915
ring,9,float,1048576,mean,0.000328106,3.19584,5.6815,915
ring,9,float,1048576,median,0.000294832,3.55652,6.3227,915
ring,9,float,1048576,max,0.00117723,0.890713,1.58349,915
ring,9,float,1048576,stddev,0.000102352,10.2448,18.2131,915
mpi-default,9,float,1048576,min,0.000329201,3.18522,5.6626,596
mpi-default,9,float,1048576,mean,0.000503356,2.08317,3.70341,596
mpi-default,9,float,1048576,median,0.00047992,2.1849,3.88426,596
mpi-default,9,float,1048576,max,0.00113065,0.927407,1.64872,596
mpi-default,9,float,1048576,stddev,0.00012434,8.43311,14.9922,596
ring,9,float,2097152,min,0.00040073,5.23333,9.3037,481
ring,9,float,2097152,mean,0.000624816,3.35643,5.96699,481
ring,9,float,2097152,median,0.000590764,3.5499,6.31093,481
ring,9,float,2097152,max,0.00124069,1.69031,3.00499,481
ring,9,float,2097152,stddev,0.000149753,14.0041,24.8961,481
mpi-default,9,float,2097152,min,0.000768551,2.72871,4.85104,254
mpi-default,9,float,2097152,mean,0.00118227,1.77384,3.15349,254
mpi-default,9,float,2097152,median,0.0011369,1.84462,3.27932,254
mpi-default,9,float,2097152,max,0.00207235,1.01197,1.79906,254
mpi-default,9,float,2097152,stddev,0.000253749,8.26467,14.6927,254
ring,9,float,4194304,min,0.00143786,2.91705,5.18587,144
ring,9,float,4194304,mean,0.00208949,2.00733,3.56859,144
ring,9,float,4194304,median,0.00208435,2.01228,3.57739,144
ring,9,float,4194304,max,0.00300159,1.39736,2.4842,144
ring,9,float,4194304,stddev,0.000296588,14.1419,25.1411,144
mpi-default,9,float,4194304,min,0.00296183,1.41612,2.51755,77
mpi-default,9,float,4194304,mean,0.00394521,1.06314,1.89002,77
mpi-default,9,float,4194304,median,0.00385909,1.08686,1.9322,77
mpi-default,9,float,4194304,max,0.00509319,0.823513,1.46402,77
mpi-default,9,float,4194304,stddev,0.000506575,8.27973,14.7195,77
ring,9,float,8388608,min,0.00468926,1.7889,3.18027,55
ring,9,float,8388608,mean,0.00546453,1.5351,2.72907,55
ring,9,float,8388608,median,0.00547783,1.53137,2.72244,55
ring,9,float,8388608,max,0.00630049,1.33142,2.36697,55
ring,9,float,8388608,stddev,0.000418299,20.0541,35.6517,55
mpi-default,9,float,8388608,min,0.00852035,0.984537,1.75029,30
mpi-default,9,float,8388608,mean,0.010136,0.827605,1.4713,30
mpi-default,9,float,8388608,median,0.00999884,0.838958,1.49148,30
mpi-default,9,float,8388608,max,0.0117418,0.71442,1.27008,30
mpi-default,9,float,8388608,stddev,0.000762003,11.0086,19.5709,30
ring,9,float,16777216,min,0.0114069,1.47079,2.61474,24
ring,9,float,16777216,mean,0.0129486,1.29568,2.30343,24
ring,9,float,16777216,median,0.0126919,1.32188,2.35001,24
ring,9,float,16777216,max,0.0162242,1.03409,1.83838,24
ring,9,float,16777216,stddev,0.00113523,14.7786,26.2731,24
mpi-default,9,float,16777216,min,0.0222272,0.754807,1.34188,13
mpi-default,9,float,16777216,mean,0.0248635,0.674774,1.1996,13
mpi-default,9,float,16777216,median,0.0247968,0.676588,1.20282,13
mpi-default,9,float,16777216,max,0.0276817,0.606077,1.07747,13
mpi-default,9,float,16777216,stddev,0.00200435,8.37042,14.8807,13
ring,9,float,33554432,min,0.0301517,1.11286,1.97841,10
ring,9,float,33554432,mean,0.0317324,1.05742,1.87985,10
ring,9,float,33554432,median,0.0315466,1.06365,1.89093,10
ring,9,float,33554432,max,0.033636,0.997574,1.77346,10
ring,9,float,33554432,stddev,0.00095556,35.115,62.4266,10
mpi-default,9,float,33554432,min,0.0460593,0.728505,1.29512,7
mpi-default,9,float,33554432,mean,0.0496645,0.675621,1.2011,7
mpi-default,9,float,33554432,median,0.0495568,0.67709,1.20372,7
mpi-default,9,float,33554432,max,0.0536832,0.625045,1.11119,7
mpi-default,9,float,33554432,stddev,0.0025221,13.3041,23.6518,7
ring,9,float,67108864,min,0.064881,1.03434,1.83882,5
ring,9,float,67108864,mean,0.0705708,0.950943,1.69057,5
ring,9,float,67108864,median,0.070471,0.952291,1.69296,5
ring,9,float,67108864,max,0.0768602,0.873129,1.55223,5
ring,9,float,67108864,stddev,0.00445585,15.0609,26.7749,5
mpi-default,9,float,67108864,min,0.087886,0.76359,1.35749,4
mpi-default,9,float,67108864,mean,0.0931211,0.720662,1.28118,4
mpi-default,9,float,67108864,median,0.0936145,0.716864,1.27442,4
mpi-default,9,float,67108864,max,0.0973693,0.68922,1.22528,4
mpi-default,9,float,67108864,stddev,0.00418748,16.0261,28.4908,4
ring,9,float,134217728,min,0.124268,1.08007,1.92012,3
ring,9,float,134217728,mean,0.125507,1.06941,1.90117,3
ring,9,float,134217728,median,0.125775,1.06713,1.89712,3
ring,9,float,134217728,max,0.126478,1.0612,1.88657,3
ring,9,float,134217728,stddev,0.00112914,118.867,211.32,3
mpi-default,9,float,134217728,min,0.172682,0.777254,1.38178,3
mpi-default,9,float,134217728,mean,0.176634,0.759865,1.35087,3
mpi-default,9,float,134217728,median,0.174542,0.768969,1.36706,3
mpi-default,9,float,134217728,max,0.182677,0.734729,1.30618,3
mpi-default,9,float,134217728,stddev,0.00531536,25.2509,44.8905,3
mpi-ring,9,float,8,min,9.34e-07,0.00856531,0.0152272,1000
mpi-ring,9,float,8,mean,2.11264e-06,0.00378672,0.00673195,1000
mpi-ring,9,float,8,median,1.226e-06,0.00652529,0.0116005,1000
mpi-ring,9,float,8,max,0.000187349,4.27011e-05,7.5913e-05,1000
mpi-ring,9,float,8,stddev,8.09376e-06,0.000988416,0.00175718,1000
mpi-ring,9,float,16,min,1.102e-06,0.0145191,0.0258117,1000
mpi-ring,9,float,16,mean,1.63948e-06,0.00975922,0.0173497,1000
mpi-ring,9,float,16,median,1.33e-06,0.0120301,0.0213868,1000
mpi-ring,9,float,16,max,7.656e-05,0.000208986,0.000371531,1000
mpi-ring,9,float,16,stddev,3.19053e-06,0.00501484,0.00891527,1000
mpi-ring,9,float,32,min,1.069e-06,0.0299345,0.0532169,1000
mpi-ring,9,float,32,mean,1.83119e-06,0.017475,0.0310667,1000
mpi-ring,9,float,32,median,1.342e-06,0.023845,0.0423911,1000
mpi-ring,9,float,32,max,9.4219e-05,0.000339634,0.000603794,1000
mpi-ring,9,float,32,stddev,4.98526e-06,0.00641893,0.0114114,1000
mpi-ring,9,float,64,min,3.57e-06,0.0179272,0.0318705,1000
mpi-ring,9,float,64,mean,5.75734e-06,0.0111163,0.0197622,1000
mpi-ring,9,float,64,median,4.171e-06,0.015344,0.0272783,1000
mpi-ring,9,float,64,max,0.000247374,0.000258718,0.000459942,1000
mpi-ring,9,float,64,stddev,1.31987e-05,0.00484895,0.00862035,1000
mpi-ring,9,float,128,min,3.624e-06,0.0353201,0.0627913,1000
mpi-ring,9,float,128,mean,5.82956e-06,0.0219571,0.0390348,1000
mpi-ring,9,float,128,median,4.2835e-06,0.0298821,0.0531237,1000
mpi-ring,9,float,128,max,0.000165701,0.000772476,0.00137329,1000
mpi-ring,9,float,128,stddev,1.02311e-05,0.0125108,0.0222414,1000
mpi-ring,9,float,256,min,3.726e-06,0.0687064,0.122145,1000
mpi-ring,9,float,256,mean,5.87236e-06,0.043594,0.0775005,1000
mpi-ring,9,float,256,median,4.204e-06,0.0608944,0.108257,1000
mpi-ring,9,float,256,max,0.000186762,0.00137073,0.00243685,1000
mpi-ring,9,float,256,stddev,1.14783e-05,0.022303,0.0396499,1000
mpi-ring,9,float,512,min,3.837e-06,0.133438,0.237222,1000
mpi-ring,9,float,512,mean,6.00302e-06,0.0852904,0.151627,1000
mpi-ring,9,float,512,median,4.3595e-06,0.117445,0.208791,1000
mpi-ring,9,float,512,max,0.000225836,0.00226713,0.00403046,1000
mpi-ring,9,float,512,stddev,1.14095e-05,0.044875,0.0797778,1000
mpi-ring,9,float,1024,min,4.041e-06,0.253403,0.450494,1000
mpi-ring,9,float,1024,mean,7.45293e-06,0.137396,0.244259,1000
mpi-ring,9,float,1024,median,4.8075e-06,0.213001,0.378668,1000
mpi-ring,9,float,1024,max,0.000229971,0.00445274,0.00791597,1000
mpi-ring,9,float,1024,stddev,1.48679e-05,0.0688734,0.122442,1000
mpi-ring,9,float,2048,min,4.305e-06,0.475726,0.845735,1000
mpi-ring,9,float,2048,mean,7.18681e-06,0.284966,0.506607,1000
mpi-ring,9,float,2048,median,5.0745e-06,0.403587,0.717487,1000
mpi-ring,9,float,2048,max,0.000637117,0.00321448,0.00571463,1000
mpi-ring,9,float,2048,stddev,2.23029e-05,0.0918265,0.163247,1000
mpi-ring,9,float,4096,min,6.585e-06,0.62202,1.10581,1000
mpi-ring,9,float,4096,mean,9.47782e-06,0.432167,0.768297,1000
mpi-ring,9,float,4096,median,7.5635e-06,0.541548,0.962752,1000
mpi-ring,9,float,4096,max,0.000204662,0.0200135,0.0355795,1000
mpi-ring,9,float,4096,stddev,1.06326e-05,0.38523,0.684853,1000
mpi-ring,9,float,8192,min,8.327e-06,0.983788,1.74896,1000
mpi-ring,9,float,8192,mean,1.13323e-05,0.722887,1.28513,1000
mpi-ring,9,float,8192,median,9.174e-06,0.892958,1.58748,1000
mpi-ring,9,float,8192,max,0.000436409,0.0187714,0.0333713,1000
mpi-ring,9,float,8192,stddev,1.65815e-05,0.494043,0.878299,1000
mpi-ring,9,float,16384,min,1.0084e-05,1.62475,2.88845,1000
mpi-ring,9,float,16384,mean,1.28641e-05,1.27363,2.26422,1000
mpi-ring,9,float,16384,median,1.095e-05,1.49626,2.66001,1000
mpi-ring,9,float,16384,max,0.000185393,0.0883744,0.15711,1000
mpi-ring,9,float,16384,stddev,9.77174e-06,1.67667,2.98075,1000
mpi-ring,9,float,32768,min,1.4992e-05,2.1857,3.88569,1000
mpi-ring,9,float,32768,mean,2.00609e-05,1.63343,2.90387,1000
mpi-ring,9,float,32768,median,1.6484e-05,1.98787,3.53399,1000
mpi-ring,9,float,32768,max,0.000451933,0.0725063,0.1289,1000
mpi-ring,9,float,32768,stddev,1.99134e-05,1.64552,2.92538,1000
mpi-ring,9,float,65536,min,4.3343e-05,1.51203,2.68806,1000
mpi-ring,9,float,65536,mean,6.50584e-05,1.00734,1.79083,1000
mpi-ring,9,float,65536,median,5.5518e-05,1.18045,2.09857,1000
mpi-ring,9,float,65536,max,0.00059766,0.109654,0.194941,1000
mpi-ring,9,float,65536,stddev,3.41736e-05,1.91774,3.40931,1000
mpi-ring,9,float,131072,min,5.9389e-05,2.20701,3.92357,1000
mpi-ring,9,float,131072,mean,9.09838e-05,1.44061,2.56108,1000
mpi-ring,9,float,131072,median,7.68585e-05,1.70537,3.03176,1000
mpi-ring,9,float,131072,max,0.000543171,0.241309,0.428994,1000
mpi-ring,9,float,131072,stddev,4.49443e-05,2.91632,5.18457,1000
mpi-ring,9,float,262144,min,8.6556e-05,3.02861,5.38419,1000
mpi-ring,9,float,262144,mean,0.000132178,1.98326,3.5258,1000
mpi-ring,9,float,262144,median,0.000118041,2.2208,3.94808,1000
mpi-ring,9,float,262144,max,0.00055275,0.474254,0.843119,1000
mpi-ring,9,float,262144,stddev,4.43618e-05,5.90922,10.5053,1000
mpi-ring,9,float,524288,min,0.000136773,3.83327,6.8147,1000
mpi-ring,9,float,524288,mean,0.000210406,2.49179,4.42984,1000
mpi-ring,9,float,524288,median,0.000193549,2.70882,4.81568,1000
mpi-ring,9,float,524288,max,0.000691235,0.75848,1.34841,1000
mpi-ring,9,float,524288,stddev,5.83843e-05,8.97995,15.9644,1000
mpi-ring,9,float,1048576,min,0.000257132,4.07797,7.24972,756
mpi-ring,9,float,1048576,mean,0.000397159,2.6402,4.69368,756
mpi-ring,9,float,1048576,median,0.000368593,2.84481,5.05743,756
mpi-ring,9,float,1048576,max,0.00129617,0.80898,1.43819,756
mpi-ring,9,float,1048576,stddev,9.46361e-05,11.0801,19.6979,756
mpi-ring,9,float,2097152,min,0.000475094,4.41418,7.84744,408
mpi-ring,9,float,2097152,mean,0.00073609,2.84904,5.06497,408
mpi-ring,9,float,2097152,median,0.000693087,3.02581,5.37922,408
mpi-ring,9,float,2097152,max,0.00151403,1.38514,2.46248,408
mpi-ring,9,float,2097152,stddev,0.000160063,13.1021,23.2926,408
mpi-ring,9,float,4194304,min,0.00176144,2.38118,4.2332,118
mpi-ring,9,float,4194304,mean,0.00254858,1.64574,2.92576,118
mpi-ring,9,float,4194304,median,0.00252042,1.66413,2.95846,118
mpi-ring,9,float,4194304,max,0.00336173,1.24766,2.21807,118
mpi-ring,9,float,4194304,stddev,0.000302586,13.8615,24.6427,118
mpi-ring,9,float,8388608,min,0.00525789,1.59543,2.83632,48
mpi-ring,9,float,8388608,mean,0.00631549,1.32826,2.36135,48
mpi-ring,9,float,8388608,median,0.00636602,1.31772,2.34261,48
mpi-ring,9,float,8388608,max,0.00731738,1.1464,2.03804,48
mpi-ring,9,float,8388608,stddev,0.000435629,19.2563,34.2334,48
mpi-ring,9,float,16777216,min,0.0145576,1.15247,2.04884,19
mpi-ring,9,float,16777216,mean,0.0158489,1.05858,1.88191,19
mpi-ring,9,float,16777216,median,0.0157547,1.0649,1.89316,19
mpi-ring,9,float,16777216,max,0.017287,0.970511,1.72535,19
mpi-ring,9,float,16777216,stddev,0.00065208,25.7288,45.74,19
mpi-ring,9,float,33554432,min,0.0309814,1.08305,1.92542,10
mpi-ring,9,float,33554432,mean,0.0325901,1.02959,1.83038,10
mpi-ring,9,float,33554432,median,0.0323848,1.03612,1.84199,10
mpi-ring,9,float,33554432,max,0.0356991,0.939923,1.67097,10
mpi-ring,9,float,33554432,stddev,0.00126729,26.4773,47.0708,10
mpi-ring,9,float,67108864,min,0.0660896,1.01542,1.8052,5
mpi-ring,9,float,67108864,mean,0.0674671,0.99469,1.76834,5
mpi-ring,9,float,67108864,median,0.0670848,1.00036,1.77842,5
mpi-ring,9,float,67108864,max,0.0693042,0.968323,1.72146,5
mpi-ring,9,float,67108864,stddev,0.00124529,53.8901,95.8047,5
mpi-ring,9,float,134217728,min,0.129986,1.03256,1.83565,3
mpi-ring,9,float,134217728,mean,0.13314,1.00809,1.79217,3
mpi-ring,9,float,134217728,median,0.132745,1.01109,1.7975,3
mpi-ring,9,float,134217728,max,0.136689,0.981923,1.74564,3
mpi-ring,9,float,134217728,stddev,0.00336874,39.8422,70.8305,3
ring,10,float,8,min,3.56e-06,0.00224719,0.00404494,1000
ring,10,float,8,mean,5.66356e-06,0.00141254,0.00254257,1000
ring,10,float,8,median,4.038e-06,0.00198118,0.00356612,1000
ring,10,float,8,max,0.000169228,4.72735e-05,8.50923e-05,1000
ring,10,float,8,stddev,9.42154e-06,0.000849118,0.00152841,1000
mpi-default,10,float,8,min,1.001e-06,0.00799201,0.0143856,1000
mpi-default,10,float,8,mean,3.38407e-06,0.00236402,0.00425524,1000
mpi-default,10,float,8,median,1.402e-06,0.00570613,0.010271,1000
mpi-default,10,float,8,max,0.00025789,3.1021e-05,5.58378e-05,1000
mpi-default,10,float,8,stddev,1.512e-05,0.000529102,0.000952383,1000
ring,10,float,16,min,3.57e-06,0.00448179,0.00806723,1000
ring,10,float,16,mean,6.1251e-06,0.0026122,0.00470196,1000
ring,10,float,16,median,4.138e-06,0.0038666,0.00695988,1000
ring,10,float,16,max,0.00027619,5.79311e-05,0.000104276,1000
ring,10,float,16,stddev,1.35937e-05,0.00117701,0.00211863,1000
mpi-default,10,float,16,min,1.121e-06,0.014273,0.0256913,1000
mpi-default,10,float,16,mean,1.73538e-06,0.00921988,0.0165958,1000
mpi-default,10,float,16,median,1.3995e-06,0.0114327,0.0205788,1000
mpi-default,10,float,16,max,2.9025e-05,0.000551249,0.000992248,1000
mpi-default,10,float,16,stddev,2.18537e-06,0.00732143,0.0131786,1000
ring,10,float,32,min,3.614e-06,0.00885445,0.015938,1000
ring,10,float,32,mean,5.70393e-06,0.00561017,0.0100983,1000
ring,10,float,32,median,4.211e-06,0.00759915,0.0136785,1000
ring,10,float,32,max,0.000264668,0.000120906,0.000217631,1000
ring,10,float,32,stddev,1.15815e-05,0.00276303,0.00497346,1000
mpi-default,10,float,32,min,1.092e-06,0.029304,0.0527473,1000
mpi-default,10,float,32,mean,1.76888e-06,0.0180905,0.0325629,1000
mpi-default,10,float,32,median,1.437e-06,0.0222686,0.0400835,1000
mpi-default,10,float,32,max,8.9108e-05,0.000359115,0.000646407,1000
mpi-default,10,float,32,stddev,3.64486e-06,0.00877948,0.0158031,1000
ring,10,float,64,min,4.004e-06,0.015984,0.0287712,1000
ring,10,float,64,mean,5.18048e-06,0.0123541,0.0222373,1000
ring,10,float,64,median,4.4155e-06,0.0144944,0.0260899,1000
ring,10,float,64,max,0.000107012,0.000598064,0.00107651,1000
ring,10,float,64,stddev,4.84323e-06,0.0132143,0.0237858,1000
mpi-default,10,float,64,min,1.168e-06,0.0547945,0.0986301,1000
mpi-default,10,float,64,mean,1.63099e-06,0.0392399,0.0706318,1000
mpi-default,10,float,64,median,1.421e-06,0.0450387,0.0810697,1000
mpi-default,10,float,64,max,2.966e-05,0.00215779,0.00388402,1000
mpi-default,10,float,64,stddev,1.67097e-06,0.038301,0.0689418,1000
ring,10,float,128,min,4.267e-06,0.0299977,0.0539958,1000
ring,10,float,128,mean,6.51079e-06,0.0196597,0.0353874,1000
ring,10,float,128,median,4.666e-06,0.0274325,0.0493785,1000
ring,10,float,128,max,0.000262314,0.000487965,0.000878337,1000
ring,10,float,128,stddev,1.22521e-05,0.0104472,0.0188049,1000
mpi-default,10,float,128,min,1.264e-06,0.101266,0.182278,1000
mpi-default,10,float,128,mean,2.13746e-06,0.0598842,0.107791,1000
mpi-default,10,float,128,median,1.538e-06,0.083225,0.149805,1000
mpi-default,10,float,128,max,0.000112721,0.00113555,0.00204398,1000
mpi-default,10,float,128,stddev,5.32945e-06,0.0240175,0.0432315,1000
ring,10,float,256,min,4.171e-06,0.0613762,0.110477,1000
ring,10,float,256,mean,5.45078e-06,0.0469658,0.0845384,1000
ring,10,float,256,median,4.652e-06,0.0550301,0.0990542,1000
ring,10,float,256,max,0.000118477,0.00216076,0.00388936,1000
ring,10,float,256,stddev,5.15946e-06,0.0496176,0.0893117,1000
mpi-default,10,float,256,min,1.446e-06,0.17704,0.318672,1000
mpi-default,10,float,256,mean,2.06664e-06,0.123872,0.22297,1000
mpi-default,10,float,256,median,1.768e-06,0.144796,0.260633,1000
mpi-default,10,float,256,max,7.9654e-05,0.0032139,0.00578502,1000
mpi-default,10,float,256,stddev,2.91203e-06,0.0879112,0.15824,1000
ring,10,float,512,min,4.264e-06,0.120075,0.216135,1000
ring,10,float,512,mean,5.75769e-06,0.0889246,0.160064,1000
ring,10,float,512,median,4.696e-06,0.109029,0.196252,1000
ring,10,float,512,max,0.000112185,0.00456389,0.008215,1000
ring,10,float,512,stddev,5.54882e-06,0.0922719,0.166089,1000
mpi-default,10,float,512,min,2.151e-06,0.238029,0.428452,1000
mpi-default,10,float,512,mean,3.27394e-06,0.156386,0.281496,1000
mpi-default,10,float,512,median,2.5045e-06,0.204432,0.367978,1000
mpi-default,10,float,512,max,0.000182403,0.00280697,0.00505255,1000
mpi-default,10,float,512,stddev,8.53856e-06,0.0599633,0.107934,1000
ring,10,float,1024,min,4.789e-06,0.213823,0.384882,1000
ring,10,float,1024,mean,6.7846e-06,0.15093,0.271674,1000
ring,10,float,1024,median,5.379e-06,0.19037,0.342666,1000
ring,10,float,1024,max,0.000133419,0.00767507,0.0138151,1000
ring,10,float,1024,stddev,8.65509e-06,0.118312,0.212961,1000
mpi-default,10,float,1024,min,2.902e-06,0.35286,0.635148,1000
mpi-default,10,float,1024,mean,3.82894e-06,0.267437,0.481386,1000
mpi-default,10,float,1024,median,3.165e-06,0.323539,0.58237,1000
mpi-default,10,float,1024,max,0.000114656,0.00893106,0.0160759,1000
mpi-default,10,float,1024,stddev,5.09064e-06,0.201153,0.362076,1000
ring,10,float,2048,min,4.769e-06,0.42944,0.772992,1000
ring,10,float,2048,mean,6.88019e-06,0.297666,0.535799,1000
ring,10,float,2048,median,5.625e-06,0.364089,0.65536,1000
ring,10,float,2048,max,0.000139596,0.0146709,0.0264076,1000
ring,10,float,2048,stddev,7.25417e-06,0.28232,0.508177,1000
mpi-default,10,float,2048,min,3.326e-06,0.615755,1.10836,1000
mpi-default,10,float,2048,mean,5.4083e-06,0.378677,0.681619,1000
mpi-default,10,float,2048,median,4.001e-06,0.511872,0.92137,1000
mpi-default,10,float,2048,max,0.000231275,0.00885526,0.0159395,1000
mpi-default,10,float,2048,stddev,1.16244e-05,0.176181,0.317127,1000
ring,10,float,4096,min,7.463e-06,0.548841,0.987914,1000
ring,10,float,4096,mean,9.78054e-06,0.418791,0.753824,1000
ring,10,float,4096,median,8.0795e-06,0.506962,0.912532,1000
ring,10,float,4096,max,0.000411711,0.00994873,0.0179077,1000
ring,10,float,4096,stddev,1.48584e-05,0.275669,0.496204,1000
mpi-default,10,float,4096,min,9.793e-06,0.418258,0.752864,1000
mpi-default,10,float,4096,mean,1.63628e-05,0.250325,0.450584,1000
mpi-default,10,float,4096,median,1.49705e-05,0.273605,0.492489,1000
mpi-default,10,float,4096,max,0.000167996,0.0243815,0.0438868,1000
mpi-default,10,float,4096,stddev,1.11534e-05,0.367243,0.661038,1000
ring,10,float,8192,min,9.282e-06,0.882568,1.58862,1000
ring,10,float,8192,mean,1.1784e-05,0.695177,1.25132,1000
ring,10,float,8192,median,9.774e-06,0.838142,1.50866,1000
ring,10,float,8192,max,8.2779e-05,0.0989623,0.178132,1000
ring,10,float,8192,stddev,7.31576e-06,1.11977,2.01559,1000
mpi-default,10,float,8192,min,1.0353e-05,0.791268,1.42428,1000
mpi-default,10,float,8192,mean,1.59221e-05,0.514505,0.92611,1000
mpi-default,10,float,8192,median,1.25405e-05,0.653243,1.17584,1000
mpi-default,10,float,8192,max,0.000334592,0.0244836,0.0440704,1000
